,age,workclass,fnlwgt,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,y_predict,education-num,age-times-hours
26783,12,4,8707,1,4,1,4,0,0,74,44,1,12,606
26784,26,6,14821,2,8,4,4,1,0,0,44,0,8,828
26785,6,4,2346,1,11,1,4,0,46,0,39,0,12,445
26786,9,4,9966,1,4,1,4,0,0,0,49,0,8,604
26787,30,4,978,0,14,0,4,1,0,0,59,0,8,1096
26788,10,4,16718,0,7,0,4,1,0,0,54,0,8,672
26789,28,4,15482,0,7,0,4,1,0,0,44,1,8,859
26790,13,4,27481,1,11,3,4,1,0,0,69,0,8,882
26791,18,4,1628,0,1,5,4,0,98,0,19,1,9,354
26792,16,4,7844,0,3,0,4,1,0,0,39,0,8,610
26793,20,4,5097,0,3,0,4,1,0,0,39,1,8,669
26794,4,4,9965,1,5,3,4,1,0,0,19,0,8,228
26795,25,4,1317,0,12,0,4,1,0,0,39,0,8,738
26796,31,1,9889,0,1,0,4,1,0,0,35,0,8,756
26797,29,4,166,1,3,1,4,0,0,0,47,0,8,918
26798,19,4,13444,2,7,1,4,0,0,0,39,0,2,654
26799,37,4,11600,1,10,1,4,1,0,0,39,0,8,902
26800,8,4,16618,0,1,5,4,0,0,0,39,0,8,478
26801,9,2,26821,2,1,4,4,0,0,0,24,0,8,334
26802,19,5,6817,0,14,0,4,1,0,0,56,0,8,868
26803,39,6,16099,1,10,1,4,1,0,0,19,0,12,530
26804,20,4,13385,0,3,0,4,1,0,0,39,0,8,669
26805,9,4,24916,1,10,1,4,0,0,0,39,1,12,495
26806,6,4,15007,1,8,3,4,0,0,0,24,0,12,299
26807,6,7,28073,1,10,1,4,0,0,0,39,0,12,445
26808,24,7,252,1,1,1,4,1,0,0,39,0,12,722
26809,38,4,5253,0,4,0,4,1,0,0,49,1,12,1078
26810,22,4,12062,0,4,0,4,1,0,0,39,1,12,695
26811,50,2,19905,0,4,0,4,1,0,0,34,0,11,962
26812,43,4,244,3,12,1,4,0,0,0,49,0,8,1136
26813,37,4,5244,3,12,4,4,0,0,0,39,0,8,902
26814,21,4,15556,0,10,0,4,1,0,0,39,1,13,683
26815,30,4,25512,0,7,0,1,1,52,0,39,1,9,808
26816,32,7,5281,0,10,0,4,1,0,0,41,1,12,869
26817,2,4,3889,1,12,3,4,0,0,0,23,0,8,245
26818,3,4,16300,1,3,4,4,1,0,0,39,0,9,396
26819,49,4,14528,3,12,2,4,0,0,0,34,0,8,952
26820,5,0,23426,1,0,1,2,0,0,0,24,0,9,288
26821,34,6,7808,0,4,0,4,1,0,0,41,1,13,896
26822,2,4,22832,1,4,1,4,1,0,0,39,0,9,382
26823,19,4,9792,2,1,4,4,0,0,0,39,0,9,654
26824,16,4,15665,0,14,0,4,1,0,0,59,1,8,843
26825,24,4,2229,2,12,1,4,1,0,56,55,0,12,947
26826,73,4,13105,0,3,0,4,1,102,0,49,1,8,1362
26827,61,0,797,0,0,0,4,1,0,0,59,0,3,1371
26828,19,4,9583,2,4,1,4,0,0,0,39,0,8,654
26829,13,4,15902,2,12,3,4,1,0,0,54,0,14,726
26830,18,4,25292,2,4,1,4,1,0,0,39,0,9,638
26831,29,4,9085,0,4,0,4,1,0,0,44,1,13,874
26832,21,4,873,1,7,2,4,1,0,0,39,0,8,683
26833,7,4,23101,0,10,0,4,1,0,0,39,0,12,459
26834,23,4,9255,0,8,5,4,0,0,0,39,0,12,709
26835,32,4,23791,0,7,0,4,1,0,0,39,0,3,836
26836,2,4,14632,1,8,3,2,1,0,0,29,0,8,298
26837,60,4,14882,3,9,1,4,0,0,0,19,0,9,689
26838,29,4,5281,0,6,0,4,1,0,0,55,1,8,1031
26839,24,4,7727,2,3,1,2,1,0,0,39,0,9,722
26840,11,4,26850,1,5,4,4,1,0,0,75,0,1,901
26841,4,4,6125,0,3,0,4,1,0,0,39,0,8,414
26842,7,4,11674,1,5,3,2,1,0,0,39,0,7,459
26843,19,4,20973,0,14,0,2,1,0,0,44,0,8,715
26844,6,7,5423,1,1,3,4,1,0,0,24,0,9,299
26845,21,1,21051,0,14,0,4,1,0,60,39,0,8,683
26846,12,6,13575,0,3,0,4,1,0,0,39,0,8,545
26847,21,4,8772,0,4,2,4,1,0,0,49,1,9,818
26848,30,1,2327,1,1,4,2,1,0,0,39,1,12,808
26849,22,2,13462,2,10,1,4,0,0,0,39,0,13,695
26850,23,2,20685,0,10,0,4,1,0,0,47,0,12,823
26851,4,0,15012,1,0,3,4,1,0,0,39,0,9,414
26852,15,4,2755,2,1,3,1,0,0,0,39,0,8,595
26853,6,4,18703,1,4,3,4,1,0,0,39,0,8,445
26854,27,7,13847,0,11,0,4,1,0,0,39,0,8,766
26855,20,4,2553,2,8,1,2,1,0,0,39,0,9,669
26856,53,4,12431,3,10,4,4,0,0,0,19,0,12,638
26857,34,4,5324,0,11,0,4,1,0,55,39,1,13,863
26858,49,4,15681,2,8,1,2,0,0,0,29,0,4,843
26859,40,5,7691,0,4,0,4,1,0,0,39,0,9,943
26860,19,4,8817,0,7,0,4,1,0,0,39,1,9,654
26861,31,5,10039,2,12,1,4,1,0,0,59,1,12,1109
26862,7,0,17011,0,0,0,4,1,0,0,39,0,8,459
26863,34,4,2732,0,10,5,4,0,0,0,39,1,13,863
26864,26,4,20563,0,4,0,4,1,0,0,49,1,12,900
26865,10,4,22173,0,3,0,4,1,0,0,59,0,8,715
26866,15,4,14939,1,1,3,4,0,0,0,39,0,12,595
26867,3,4,26343,1,1,3,4,0,0,0,34,0,9,354
26868,16,4,18208,2,1,1,4,0,0,0,39,0,9,610
26869,2,4,21182,1,1,1,4,1,0,0,39,0,9,382
26870,15,2,20502,0,3,0,4,1,0,0,59,1,9,823
26871,18,4,4858,1,10,1,1,1,0,0,39,1,14,638
26872,9,4,5552,0,3,0,4,1,79,0,59,0,8,695
26873,22,4,5439,1,12,4,4,0,0,0,59,0,8,960
26874,7,4,11110,1,8,3,2,0,0,0,73,0,12,782
26875,28,4,6976,0,4,0,4,1,0,0,39,1,9,782
26876,3,4,9147,1,1,3,4,1,0,0,39,0,9,396
26877,32,7,643,0,10,2,4,0,0,0,44,0,12,917
26878,18,7,3643,1,10,1,4,0,0,0,39,0,13,638
26879,13,4,2860,1,1,1,4,0,0,0,39,0,8,562
26880,6,4,5884,1,1,3,4,0,0,29,24,0,9,299
26881,16,4,17418,0,4,0,4,1,0,0,44,0,12,672
26882,18,4,23032,0,14,0,4,1,0,0,49,0,8,763
26883,14,4,14970,0,10,0,4,1,0,0,49,0,13,691
26884,3,4,22899,1,3,1,2,1,0,0,24,0,6,269
26885,27,4,27880,0,3,0,4,1,0,0,39,0,8,766
26886,16,6,8925,0,8,0,2,1,0,0,39,0,8,610
26887,33,4,10976,0,7,0,4,1,0,0,39,0,9,849
26888,8,4,17134,1,1,4,4,0,0,0,39,0,8,478
26889,11,7,17822,0,11,0,4,1,0,0,39,0,8,530
26890,43,1,2739,0,1,0,2,1,0,0,39,1,12,979
26891,21,1,18478,0,3,0,4,1,0,0,39,0,10,683
26892,21,4,26475,0,3,0,2,1,0,0,39,0,9,683
26893,40,1,16495,1,1,1,4,1,0,74,39,0,12,943
26894,33,4,12183,0,3,0,4,1,0,0,39,1,8,849
26895,22,2,15206,2,1,4,4,0,0,0,39,0,6,695
26896,52,2,2670,0,3,0,4,1,13,0,5,0,8,225
26897,34,7,3006,2,13,1,4,1,0,82,38,1,10,846
26898,25,4,17166,0,6,0,2,1,0,0,39,0,8,738
26899,36,4,24367,0,4,0,4,1,0,0,49,1,12,1051
26900,20,4,6553,0,6,0,4,1,0,0,39,0,12,669
26901,20,4,26153,0,3,0,4,1,0,0,39,0,5,669
26902,21,4,8496,0,3,0,4,1,95,0,49,1,8,818
26903,3,4,23920,1,8,3,4,0,0,0,23,0,9,258
26904,21,7,22207,2,1,4,2,0,0,0,37,0,9,656
26905,35,4,14544,0,3,0,4,1,0,0,47,1,10,1009
26906,31,5,15399,0,4,0,4,1,0,0,49,1,10,979
26907,13,4,3542,0,7,0,4,1,0,0,39,1,10,562
26908,20,6,20528,0,4,0,4,1,0,47,64,1,8,980
26909,30,4,18489,0,12,0,4,1,0,0,44,0,8,888
26910,16,2,7331,2,11,4,4,0,0,0,59,0,12,843
26911,16,4,7539,1,8,1,1,0,0,0,34,0,8,543
26912,3,4,4490,1,8,3,4,1,0,0,14,0,9,167
26913,24,7,16272,2,4,1,4,1,0,0,39,0,12,722
26914,15,4,25913,0,14,0,4,1,0,19,44,1,9,654
26915,37,6,7451,0,4,0,1,1,0,0,49,0,8,1066
26916,19,1,14428,0,4,5,4,0,0,0,39,0,12,654
26917,29,4,22258,1,10,1,4,0,0,0,39,0,12,796
26918,28,4,20065,0,4,0,4,1,0,0,39,1,12,782
26919,1,4,14756,1,8,3,4,0,0,0,15,0,9,160
26920,45,4,1051,0,14,0,4,1,0,0,59,0,9,1271
26921,16,4,15071,0,7,0,4,1,0,0,39,0,8,610
26922,25,4,26259,2,3,4,4,1,0,0,39,0,8,738
26923,1,4,27894,1,10,3,4,0,0,0,39,0,9,362
26924,15,4,2030,2,1,4,4,0,0,0,39,0,10,595
26925,26,4,12926,0,14,0,2,1,0,0,39,0,3,753
26926,3,4,25765,1,8,4,2,0,0,0,24,0,8,269
26927,33,4,3173,2,12,1,4,1,0,0,44,0,12,931
26928,25,2,14509,0,4,0,4,1,0,0,42,1,15,785
26929,19,4,15023,0,3,0,4,1,0,0,39,0,8,654
26930,5,4,21435,1,3,3,4,1,0,0,39,0,8,430
26931,13,4,23512,0,3,0,2,1,0,0,39,0,8,562
26932,16,6,19007,1,3,1,4,1,0,0,39,0,8,610
26933,26,2,1218,0,13,0,4,1,0,0,42,0,11,799
26934,21,4,23671,0,7,0,4,1,0,0,39,0,9,683
26935,17,2,14320,1,8,1,4,1,0,0,13,0,12,256
26936,23,4,6827,2,1,4,4,0,0,0,44,0,9,782
26937,23,4,9458,0,7,0,4,1,0,0,39,0,8,709
26938,24,2,20094,0,10,0,4,1,0,0,49,1,14,867
26939,40,4,6439,0,12,0,4,1,0,0,49,1,9,1103
26940,48,2,9795,0,10,0,4,1,0,31,3,0,13,143
26941,35,1,1565,0,8,0,4,1,0,0,49,0,9,1038
26942,42,4,7513,0,10,0,1,1,122,0,39,1,14,967
26943,1,4,26594,1,6,3,4,1,28,0,24,0,8,244
26944,31,4,5176,0,10,0,4,1,0,0,44,0,11,902
26945,28,4,4727,2,14,4,4,1,0,0,39,0,2,782
26946,7,4,15865,0,11,0,4,1,0,0,39,0,8,459
26947,10,7,17444,1,11,1,4,1,0,0,39,0,11,513
26948,23,4,19338,0,4,0,4,1,112,0,49,1,13,849
26949,27,7,10214,0,1,0,4,1,79,0,39,0,12,766
26950,7,4,16712,1,5,3,2,1,0,0,49,0,8,562
26951,54,4,14299,0,10,0,4,1,0,0,15,0,14,536
26952,0,4,793,1,12,3,4,1,0,0,39,0,7,348
26953,40,6,2437,0,3,0,4,1,53,0,39,0,9,943
26954,54,0,1011,0,0,0,4,1,102,0,29,1,12,893
26955,20,4,15024,0,10,0,1,1,0,0,39,0,15,669
26956,16,4,12291,0,6,0,4,1,0,0,39,0,8,610
26957,24,4,2498,0,8,0,4,1,0,0,39,0,8,722
26958,8,4,26060,1,1,3,4,0,0,0,39,0,12,478
26959,25,6,27685,0,5,0,4,1,0,0,14,0,8,326
26960,1,0,25468,1,0,4,2,0,0,0,49,0,6,438
26961,17,4,18712,1,6,1,4,1,0,0,39,0,8,623
26962,40,0,25242,0,0,5,4,0,0,0,39,0,5,943
26963,10,2,25122,1,10,1,4,0,0,0,44,0,12,568
26964,29,0,27674,2,0,1,4,0,0,0,7,0,12,200
26965,47,0,20390,3,0,1,4,0,62,0,34,0,6,928
26966,7,4,5086,1,10,3,4,1,0,0,19,0,12,258
26967,6,4,17300,1,6,3,4,1,0,0,29,0,12,351
26968,16,4,6388,0,10,0,4,1,0,0,39,0,9,610
26969,41,5,55,2,12,1,4,1,29,0,55,0,10,1187
26970,8,4,8733,0,6,0,4,1,0,0,39,0,4,478
26971,27,4,15295,1,10,1,4,0,0,0,54,0,13,986
26972,36,1,22147,0,10,0,4,1,0,0,39,1,8,890
26973,21,2,6874,0,1,5,4,0,0,0,34,1,8,614
26974,19,4,25963,1,10,1,4,0,0,0,44,1,12,715
26975,8,7,10916,1,4,1,4,1,0,0,39,0,8,478
26976,37,1,56,2,4,4,4,0,0,0,39,0,12,902
26977,14,4,3437,2,14,4,2,1,0,0,39,0,7,579
26978,1,7,25582,1,1,3,4,1,0,0,39,0,8,362
26979,23,4,13282,2,8,1,2,1,0,0,39,0,8,709
26980,9,4,9784,0,12,5,2,0,0,0,39,0,9,495
26981,51,0,9816,0,0,0,4,1,115,0,49,1,15,1217
26982,16,4,18921,1,10,1,4,1,29,0,49,0,12,726
26983,5,4,18334,1,4,1,4,1,0,0,54,0,11,567
26984,33,7,12757,0,3,0,4,1,0,0,39,0,9,849
26985,7,0,20972,1,0,3,4,1,0,0,29,0,12,362
26986,27,4,21257,2,1,1,4,0,0,0,39,0,8,766
26987,20,4,28046,1,8,4,2,1,0,0,39,0,8,669
26988,17,6,27492,0,3,0,4,1,0,0,39,0,12,623
26989,28,1,11428,3,13,1,4,0,0,0,44,1,9,859
26990,60,0,9501,0,0,0,4,1,0,0,7,1,13,319
26991,8,4,15265,0,8,3,4,0,0,0,34,0,5,428
26992,3,4,15842,2,12,4,2,0,0,0,39,0,9,396
26993,29,1,6233,1,1,1,0,1,0,0,39,0,8,796
26994,9,4,14880,1,13,3,4,1,0,0,39,0,11,495
26995,28,4,3675,0,8,5,4,0,0,0,24,0,1,533
26996,53,0,4811,3,0,4,4,0,0,0,3,0,8,154
26997,40,4,13886,0,14,0,4,1,0,0,39,1,8,943
26998,11,4,15116,1,12,1,4,1,0,0,39,0,10,530
26999,18,0,9587,0,0,5,4,0,0,0,15,0,11,293
27000,19,4,28345,0,12,0,4,1,98,0,44,1,9,715
27001,15,4,17487,1,6,1,4,0,0,0,39,0,8,595
27002,12,4,23566,1,12,1,4,1,0,0,49,1,12,657
27003,19,4,17814,2,10,4,4,1,0,0,44,0,12,715
27004,2,4,1435,1,6,3,4,1,0,0,29,0,8,298
27005,10,4,11635,1,13,4,1,0,0,0,19,0,12,285
27006,31,4,6447,0,14,0,4,1,0,0,54,1,13,1049
27007,32,6,7886,0,3,0,4,1,0,0,49,0,12,995
27008,38,4,17588,0,13,0,4,1,0,55,19,1,13,521
27009,44,4,358,2,5,1,4,0,0,0,80,0,8,1393
27010,25,2,7476,0,4,0,4,1,112,0,39,1,9,738
27011,25,1,641,2,1,1,4,0,0,0,39,0,11,738
27012,13,2,5942,0,11,0,4,1,0,0,39,0,10,562
27013,15,6,8654,0,7,0,4,1,0,0,39,0,8,595
27014,20,4,17598,0,14,0,4,1,0,0,39,1,9,669
27015,18,4,6375,0,3,0,4,1,0,0,44,0,9,699
27016,13,4,12795,1,1,1,4,0,0,0,39,0,10,562
27017,13,4,20654,0,10,0,1,1,0,0,19,1,14,311
27018,38,4,14550,0,4,0,4,1,0,0,69,1,9,1292
27019,19,4,23439,0,14,0,4,1,0,0,39,0,9,654
27020,16,4,3599,1,8,3,4,1,0,0,47,0,8,702
27021,39,2,26423,0,10,0,4,1,0,0,39,1,12,928
27022,9,4,1138,0,3,0,4,1,0,58,39,0,10,495
27023,20,4,19716,0,7,0,4,1,0,0,39,0,8,669
27024,11,4,7258,1,12,3,4,1,0,0,59,0,8,738
27025,21,4,5268,0,14,0,4,1,0,0,49,0,8,818
27026,59,0,8688,0,0,0,4,1,0,0,19,0,8,683
27027,18,0,24644,1,0,4,2,0,0,0,39,0,9,638
27028,31,4,19842,3,1,4,4,0,0,0,42,0,9,870
27029,18,4,879,0,3,0,4,1,0,0,39,0,11,638
27030,22,2,21558,0,3,0,4,1,0,0,39,0,12,695
27031,47,4,23799,0,8,0,4,1,0,0,39,0,8,1027
27032,5,4,24333,1,1,4,2,0,0,0,39,0,8,430
27033,28,2,14050,0,12,0,4,1,0,0,39,1,12,782
27034,10,4,28071,0,14,0,4,1,0,0,39,0,2,513
27035,26,7,9556,2,1,4,4,0,0,0,49,1,8,900
27036,6,4,3915,1,8,3,4,0,0,0,36,0,9,417
27037,8,4,23027,1,6,3,2,1,0,28,39,0,5,478
27038,22,4,19622,0,10,0,4,1,0,0,49,1,13,833
27039,46,4,20130,0,12,5,4,0,0,0,34,0,8,917
27040,20,4,24812,0,10,0,4,1,0,0,39,1,14,669
27041,9,1,18638,0,1,0,3,1,0,0,39,0,8,495
27042,16,4,15416,1,10,1,4,1,0,0,39,0,12,610
27043,28,5,14558,0,4,5,1,0,0,0,69,0,12,1167
27044,11,4,7870,1,1,1,4,0,0,0,39,0,9,530
27045,3,4,16519,1,8,3,4,0,0,0,19,0,9,217
27046,17,4,21468,0,1,5,4,0,0,0,19,0,8,348
27047,17,4,17055,0,14,0,4,1,0,0,39,0,9,623
27048,24,4,17029,0,4,0,4,1,0,0,39,1,8,722
27049,21,4,17093,0,12,0,4,1,0,0,49,1,9,818
27050,19,4,14912,0,4,0,4,1,98,0,39,1,12,654
27051,21,4,6841,0,8,0,1,1,0,0,39,0,9,683
27052,29,5,16427,0,12,0,4,1,122,0,70,1,12,1201
27053,26,6,4193,0,12,5,1,0,0,0,59,0,12,1032
27054,32,4,7343,3,12,4,4,0,0,0,29,0,9,665
27055,9,2,10171,1,10,3,4,0,0,0,34,0,12,441
27056,11,4,8944,2,1,1,4,0,0,0,34,0,8,467
27057,37,5,9808,0,3,0,4,1,0,0,39,1,8,902
27058,36,4,4126,1,3,1,3,0,0,0,39,0,8,890
27059,7,4,9335,1,6,3,4,1,0,0,49,0,9,562
27060,6,4,23173,1,4,3,4,1,0,0,29,0,9,351
27061,38,2,18026,2,1,1,4,0,0,0,39,0,8,915
27062,41,6,17004,2,3,1,4,1,0,0,39,0,4,954
27063,9,4,19401,1,13,2,2,1,0,0,39,0,8,495
27064,2,4,5605,1,8,2,2,0,0,0,19,0,5,208
27065,11,0,19065,1,0,4,4,0,0,0,39,0,9,530
27066,28,4,20643,1,12,1,4,1,0,0,51,0,9,960
27067,13,4,16110,0,3,0,4,1,0,0,44,1,9,620
27068,59,4,6824,3,8,4,4,0,0,0,32,0,8,1012
27069,30,4,9152,2,1,4,4,0,0,0,39,0,8,808
27070,17,4,8553,2,14,1,4,1,27,0,39,0,9,623
27071,23,4,19315,0,1,5,4,0,0,0,34,1,9,638
27072,7,4,3910,2,8,4,4,0,0,0,24,0,8,311
27073,13,4,11432,0,10,5,4,0,98,0,49,1,12,676
27074,50,4,22911,0,14,0,4,1,106,0,9,1,9,344
27075,7,4,18429,0,7,5,4,0,0,0,39,0,8,459
27076,26,2,19788,2,1,4,4,0,0,0,39,0,9,753
27077,12,4,21973,1,3,4,4,1,0,0,39,0,7,545
27078,23,4,7757,0,7,0,4,1,0,0,39,0,8,709
27079,44,1,13540,0,10,0,4,1,0,0,39,0,9,991
27080,28,2,18357,0,4,0,4,1,98,0,44,1,15,859
27081,4,7,1310,1,13,1,4,0,0,0,49,0,9,498
27082,41,4,25853,0,4,0,4,1,98,0,39,1,8,954
27083,35,4,3364,0,13,0,4,1,0,0,39,0,9,878
27084,17,4,13301,1,1,3,4,1,0,0,39,0,8,623
27085,3,4,22142,1,10,2,2,0,3,0,19,0,9,217
27086,8,0,923,1,0,1,4,1,0,0,39,0,9,478
27087,29,4,25149,0,7,0,4,1,0,0,39,0,8,796
27088,37,4,6300,2,4,1,4,0,0,0,39,0,9,902
27089,26,7,16474,0,10,0,4,1,0,0,39,1,13,753
27090,8,4,23332,0,7,0,4,1,0,0,39,0,4,478
27091,4,4,16341,1,1,1,4,0,0,0,24,0,11,279
27092,48,4,20603,2,10,1,4,1,107,0,49,1,9,1189
27093,20,4,12770,2,8,1,4,1,0,0,39,0,8,669
27094,12,4,4083,2,8,1,4,1,104,0,39,1,8,545
27095,27,4,12841,0,4,0,4,1,0,0,39,1,12,766
27096,20,1,4439,0,1,0,4,1,98,0,39,1,9,669
27097,21,4,24856,0,8,5,2,0,0,0,39,0,9,683
27098,18,4,10961,0,12,0,4,1,79,0,69,0,9,995
27099,15,4,8553,0,1,0,4,1,0,0,39,0,8,595
27100,27,6,12656,2,12,4,4,1,0,0,59,0,9,1049
27101,22,0,16761,0,0,5,4,0,0,0,29,0,12,549
27102,6,4,13268,1,8,2,4,0,0,0,24,0,9,299
27103,8,5,14163,1,12,1,4,1,0,0,44,1,12,533
27104,6,4,3729,1,12,3,4,0,0,0,27,0,9,330
27105,30,4,17651,0,3,0,4,1,0,0,39,0,9,808
27106,30,4,9692,2,3,1,4,0,0,0,44,0,6,888
27107,8,4,6,1,6,1,4,1,0,0,39,0,8,478
27108,18,4,10072,0,3,0,4,1,0,0,44,0,9,699
27109,51,0,2220,0,0,0,0,1,0,0,39,0,3,1070
27110,33,4,10979,0,13,0,4,1,52,0,39,1,10,849
27111,30,4,10338,2,7,4,4,0,0,0,39,0,8,808
27112,18,4,15162,0,4,0,4,1,0,0,44,1,15,699
27113,7,4,25525,1,1,1,4,1,0,0,39,0,8,459
27114,4,4,16830,1,7,3,4,1,28,0,39,0,8,414
27115,18,4,22396,2,10,1,4,0,0,0,39,1,12,638
27116,13,4,23195,0,8,5,1,0,0,0,39,0,12,562
27117,0,4,7934,1,8,3,2,1,0,0,19,0,6,186
27118,32,0,16982,2,0,4,4,0,0,0,39,0,8,836
27119,10,4,26500,1,8,1,4,1,0,0,59,0,2,715
27120,5,4,20782,1,12,3,2,0,0,0,14,0,8,183
27121,5,7,4734,1,1,3,4,0,0,0,39,0,9,430
27122,33,4,11451,0,3,0,4,1,0,0,1,0,8,44
27123,34,6,11131,0,13,0,4,1,0,0,37,1,10,830
27124,10,4,1153,0,13,0,4,1,0,0,29,0,12,400
27125,10,4,25273,1,10,1,4,0,0,0,19,0,12,285
27126,6,3,15012,2,0,1,4,1,0,0,34,0,3,399
27127,3,7,25836,1,8,1,4,0,0,0,39,0,8,396
27128,25,4,776,0,4,0,4,1,0,0,47,0,8,856
27129,15,4,25112,0,3,0,4,1,122,0,39,1,8,595
27130,28,4,9838,0,4,0,4,1,0,0,37,1,12,750
27131,18,4,22679,3,8,4,4,0,0,0,78,0,3,1091
27132,5,4,1561,0,3,3,4,1,0,0,39,0,8,430
27133,17,4,10603,1,1,4,4,0,0,0,37,0,9,600
27134,11,4,1810,1,1,1,4,0,0,0,39,0,12,530
27135,21,4,20307,2,9,4,4,0,0,0,23,0,12,442
27136,31,2,16060,0,11,0,4,1,0,0,41,1,9,856
27137,5,0,25999,1,0,1,4,1,0,0,39,0,9,430
27138,17,4,25826,0,3,0,4,1,0,0,39,0,13,623
27139,8,4,11012,0,1,5,4,0,0,0,49,1,8,583
27140,6,2,105,1,10,1,4,0,0,0,39,0,8,445
27141,21,4,5830,0,12,0,4,1,0,0,59,1,9,943
27142,26,4,12907,1,8,4,2,0,0,0,39,0,8,753
27143,32,2,19330,0,7,0,2,1,0,0,39,1,8,836
27144,6,4,7769,2,1,1,4,1,0,0,39,0,9,445
27145,40,4,18199,2,1,1,4,0,0,0,39,0,8,943
27146,7,4,27661,1,13,3,4,1,0,0,39,0,12,459
27147,27,5,5567,0,3,0,4,1,0,0,57,1,9,1024
27148,17,4,19966,2,3,1,4,1,0,0,49,0,11,745
27149,12,2,14974,0,10,0,4,1,0,0,39,0,9,545
27150,12,4,20750,1,8,4,2,0,0,0,39,0,6,545
27151,18,4,576,0,14,0,4,1,0,0,49,1,8,763
27152,31,4,18708,0,3,0,4,1,0,0,39,0,8,823
27153,21,4,26619,1,3,1,4,1,0,0,35,0,8,627
27154,25,2,8874,2,11,4,4,0,0,0,49,0,8,882
27155,36,4,19884,3,4,4,4,0,0,0,39,0,9,890
27156,12,4,3111,1,10,1,4,0,0,0,54,0,14,705
27157,42,4,15939,0,12,0,4,1,0,0,70,0,12,1339
27158,14,4,4885,1,3,4,4,1,0,0,39,0,8,579
27159,17,4,14312,0,3,0,4,1,0,0,39,0,8,623
27160,34,4,7569,2,4,1,4,1,0,89,49,1,12,1023
27161,8,4,11728,1,7,3,4,1,71,0,39,0,8,478
27162,11,0,9895,2,0,3,4,0,0,0,9,0,8,154
27163,13,4,17360,0,3,0,4,1,0,47,39,1,8,562
27164,29,4,3680,2,6,1,4,0,0,0,47,0,8,918
27165,28,4,15122,1,8,4,2,0,0,0,39,0,8,782
27166,6,4,9257,1,4,2,2,0,0,0,39,0,9,445
27167,16,4,4822,2,7,1,4,0,0,0,41,0,11,634
27168,27,4,11254,0,13,5,4,0,0,0,19,1,12,430
27169,8,4,27984,1,8,3,4,1,0,0,39,0,8,478
27170,31,7,10015,2,8,3,4,1,0,0,39,0,9,823
27171,6,4,23425,1,12,1,4,0,0,0,39,0,8,445
27172,16,6,2526,0,10,5,4,0,52,0,49,1,10,726
27173,3,4,9824,0,12,2,4,0,0,0,29,0,9,311
27174,6,4,27412,1,10,1,4,0,0,0,39,0,12,445
27175,54,4,7767,3,1,1,4,0,0,0,39,0,8,1101
27176,5,7,7427,1,10,1,4,0,0,0,39,0,12,430
27177,19,4,16373,0,10,0,4,1,112,0,49,1,12,782
27178,10,4,22956,1,3,2,4,1,0,0,59,0,6,715
27179,23,4,15442,1,8,1,4,0,0,0,34,0,8,638
27180,13,4,21808,2,7,4,4,1,0,0,49,0,9,676
27181,13,7,19706,0,11,0,4,1,0,0,39,0,10,562
27182,13,4,25509,0,7,0,4,1,0,0,39,0,9,562
27183,18,4,11987,0,10,0,4,1,79,0,39,0,12,638
27184,22,4,26446,1,1,4,2,0,0,0,39,0,8,695
27185,22,1,17732,0,1,0,4,1,0,0,49,0,8,833
27186,57,4,17718,0,14,0,2,1,0,0,39,0,2,1127
27187,15,5,3521,0,4,0,4,1,112,0,49,1,9,709
27188,8,4,4138,0,14,0,2,1,0,0,39,0,8,478
27189,47,4,4020,2,4,4,4,0,0,0,39,0,9,1027
27190,30,6,11795,0,7,0,4,1,95,0,39,1,8,808
27191,20,4,8629,0,4,5,4,0,0,0,36,1,12,628
27192,30,4,16488,0,3,0,4,1,0,0,39,1,8,808
27193,16,4,14288,0,7,0,4,1,0,0,39,1,8,610
27194,23,4,15500,2,10,4,4,0,0,0,39,1,10,709
27195,5,4,28129,1,8,1,2,1,0,0,78,0,8,766
27196,39,4,12665,0,7,0,4,1,0,0,39,0,8,928
27197,20,4,15233,1,1,3,4,0,0,0,54,0,8,862
27198,13,5,7221,0,4,0,4,1,0,0,69,0,9,882
27199,3,4,20156,1,10,1,4,0,0,0,34,0,7,354
27200,36,7,1582,0,4,0,4,1,112,0,37,1,13,854
27201,26,4,15861,0,3,0,4,1,0,0,47,1,12,870
27202,6,4,20086,0,14,0,4,1,0,0,39,0,8,445
27203,26,6,10196,0,3,0,4,1,0,0,29,0,8,599
27204,13,4,18167,1,6,3,4,1,0,0,39,0,8,562
27205,3,4,1439,1,1,3,4,0,0,0,45,0,9,445
27206,5,4,23217,1,3,3,4,1,0,0,39,0,10,430
27207,21,4,27898,1,4,1,4,1,0,0,49,0,12,818
27208,37,6,6635,0,12,0,4,1,0,0,39,0,9,902
27209,6,4,6513,1,3,1,4,1,0,0,39,0,8,445
27210,29,4,19134,0,14,0,2,1,0,0,39,0,8,796
27211,42,4,14683,0,7,0,4,1,0,0,39,0,5,967
27212,11,0,11983,2,0,1,4,1,0,0,49,0,5,638
27213,1,0,18424,1,0,1,4,1,0,0,24,0,7,244
27214,24,2,26760,1,8,1,4,1,0,0,39,0,10,722
27215,25,4,13933,0,14,0,4,1,0,0,47,0,10,856
27216,41,4,15359,0,4,0,4,1,0,0,39,1,9,954
